3 Men and a Little Lady, 1990, Comedy, Sylvia's work increasingly takes her away from the three men who help bring up Mary her daughter. When she decides to move to England and take Mary with her the three men are heartbroken ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNzAxNjUzN15BMl5BanBnXkFtZTgwODgwNTg4NjE@._V1_SX300.jpg
In a Lonely Place, 1950, Drama, A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. But she begins to have doubts..., https://images-na.ssl-images-amazon.com/images/M/MV5BNjRmZjcwZTQtYWY0ZS00ODAwLTg4YTktZDhlZDMwMTM1MGFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Eyes Without a Face, 1960, Drama, A surgeon causes an accident which leaves his daughter disfigured and goes to extremes to give her a new face., https://images-na.ssl-images-amazon.com/images/M/MV5BNTA2Njg4MDE5MV5BMl5BanBnXkFtZTgwNDQ2NjgyMjE@._V1_SX300.jpg
The Man Without a Past, 2002, Comedy, The second part of Aki Kaurismäki's "Finland" trilogy the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDY5NzUzM15BMl5BanBnXkFtZTYwNzQxNzk5._V1_SX300.jpg
The Birth of a Nation, 1915, Drama, The Stoneman family finds its friendship with the Camerons affected by the Civil War both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0ODUwNDc3NV5BMl5BanBnXkFtZTgwNDE3NTU4MDE@._V1_SX300.jpg
When a Man Loves a Woman, 1994, Drama, An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox her husband must face the truth of his enabling behavior., https://images-na.ssl-images-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Walk in the Woods, 2015, Adventure, After spending two decades in England Bill Bryson returns to the U.S. where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends., https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg
A Moment to Remember, 2004, Drama, A Korean love story about a young couple's enduring love which is tested when 27 year old Sun-jin is diagnosed with a rare form of Alzheimer's disease., https://images-na.ssl-images-amazon.com/images/M/MV5BODYzODg5Mjg3Ml5BMl5BanBnXkFtZTgwNDM1MDQ2MzE@._V1_SX300.jpg
A Sound of Thunder, 2005, Action, When a scientist sent back to the prehistoric era strays off the path he causes a chain of events that alters history in disastrous ways., https://images-na.ssl-images-amazon.com/images/M/MV5BZGU2YTE5M2ItZTMzYS00ZWNmLTkxMTQtNGZmNGQ1YTMyZjdkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg
Ben-Hur: A Tale of the Christ, 1925, Adventure, A Jewish prince seeks to find his family and revenge himself upon his childhood friend who had him wrongly imprisoned., https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzIwNDMwMl5BMl5BanBnXkFtZTgwNjExMTYxMjE@._V1_SX300.jpg
I Was a Male War Bride, 1949, Comedy, Henri Rochard is a French captain assigned to work with Lt. Catherine Gates. Through a wacky series of misadventures they fall in love and marry. When the war ends Rochard tries to return..., https://images-na.ssl-images-amazon.com/images/M/MV5BMWExY2QwMzYtNGVhMy00NjcyLTk1MWQtMDA1M2JjMGFlNzE1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
A Dog's Will, 2000, Adventure, The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small Northeast Brazil town. But when they die they have to be judged by ..., http://ia.media-imdb.com/images/M/MV5BMjdmNDA4ZGEtODcxZi00ODg5LThmYzctZDAxYjJjNjAyYjgwXkEyXkFqcGdeQXVyNDc2MTA2NDg@._V1_SX300.jpg
Two Girls and a Guy, 1997, Comedy, Two girls Carla and Lou meet on the street outside a loft waiting for their boyfriends. In a short time they find out that they're waiting for the same guy - young actor Blake who said ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MDIzNjMzMV5BMl5BanBnXkFtZTcwNTY0NDkxMQ@@._V1_SX300.jpg
A Town Called Panic, 2009, Animation, Animated plastic toys like Cowboy Indian and Horse have problems too. Cowboy and Indian's plan to surprise Horse with a homemade birthday gift backfires when they destroy his house ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyODIyMzU1OF5BMl5BanBnXkFtZTcwNzg3OTQwMw@@._V1_SX300.jpg
A Christmas Horror Story, 2015, Fantasy, Interwoven stories that take place on Christmas Eve as told by one festive radio host: A family brings home more than a Christmas tree a student documentary becomes a living nightmare a Christmas spirit terrorizes Santa slays evil., https://images-na.ssl-images-amazon.com/images/M/MV5BODg3NTAwNzk5M15BMl5BanBnXkFtZTgwNjA4OTE3MDI@._V1_SX300.jpg
Being Elmo: A Puppeteer's Journey, 2011, Documentary, The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4ODk3MDMwOF5BMl5BanBnXkFtZTcwMjQ5MzI4Ng@@._V1_SX300.jpg
A War, 2015, Crime, The story of a Danish commander who accused for civil murder in Afghanistan while trying to save his squad., https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1ODY3NjQzNV5BMl5BanBnXkFtZTgwNjEzNTUxNzE@._V1_SX300.jpg
A Charlie Brown Thanksgiving, 1973, Animation, Peppermint Patty invites herself and her friends over to Charlie Brown's for Thanksgiving and with Linus Snoopy and Woodstock he attempts to throw together a Thanksgiving dinner., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NTE5NDUxNV5BMl5BanBnXkFtZTcwMDQxNjUxMQ@@._V1_SX300.jpg
Investigation of a Citizen Above Suspicion, 1970, Crime, A chief of detectives homicide section kills his mistress and deliberately leaves clues to prove his own responsibility for the crime., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTE3NDc0MF5BMl5BanBnXkFtZTcwNzgwNjYxMw@@._V1_SX300.jpg
Pocahontas 2: Journey to a New World, 1998, Animation, Pocahontas sets off on a journey to England with Meeko Flit and Percy. Hearing rumors of John Smith's death Pocahontas tries to prevent war and battle., https://images-na.ssl-images-amazon.com/images/M/MV5BZThkOGMxMmYtNDhhNi00ZTY0LWJmMDctNDQ4MzE0ZTFkOWQwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
2001: A Space Travesty, 2000, Comedy, Leslie Nielsen once again plays a bumbling detective in the vein of the 'Naked Gun' movies but this time as Marshall Richard 'Dick' Dix. When odd reports are received through official ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5NTk1NTc3MjJeQTJeQWpwZ15BbWU3MDkxNTMyMjE@._V1_SX300.jpg
Bucky Larson: Born to Be a Star, 2011, Comedy, A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star., https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@._V1_SX300.jpg
Flashbacks of a Fool, 2008, Drama, A fading Hollywood star looks back at the days of his youth as he returns home from his best friend's funeral., http://ia.media-imdb.com/images/M/MV5BNDkyNTY0MTMwNF5BMl5BanBnXkFtZTcwNzc3NDEwMg@@._V1_SX300.jpg
Catch a Fire, 2006, Biography, A drama about terrorism in Apartheid-era South Africa revolving around a policeman and a young man who carries out solo attacks against the regime., https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzMjQ5NzEwNl5BMl5BanBnXkFtZTcwMDYwMTgzMQ@@._V1_SX300.jpg
Smiles of a Summer Night, 1955, Comedy, It's late nineteenth century Sweden. Middle aged lawyer Fredrik Egerman and his nineteen year old current wife Anne Egerman's two-year marriage has not yet been consummated. Fredrik wants ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjQzNTA3NF5BMl5BanBnXkFtZTcwMzE4MzUyMQ@@._V1_SX300.jpg
She's Having a Baby, 1988, Comedy, Jake and Kristy Briggs are newlyweds. Being young they are perhaps a bit unprepared for the full reality of marriage and all that it (and their parents) expect from them. Do they want ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMzE2OTAyNTAxMF5BMl5BanBnXkFtZTgwNTUzNTcxMTE@._V1_SX300.jpg
I Am a Fugitive from a Chain Gang, 1932, Crime, Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang which later comes back to haunt him., https://images-na.ssl-images-amazon.com/images/M/MV5BMmIwYWJlYzktNWE5Yi00YTFlLWEyZDktNDE3OGViNDcxMjZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Montevideo: Taste of a Dream, 2010, Adventure, A story about one team that decides to follow a dream that takes them on a journey to the First World Football Championship in Montevideo Uruguay in 1930. A dream that allows them to become true stars and living legends., https://images-na.ssl-images-amazon.com/images/M/MV5BOWQ0ZGFjNDgtYjc3ZC00YzA4LTk4YzctYzU0NGZkNDBlMTgwXkEyXkFqcGdeQXVyMjI0NTYyMTM@._V1_SX300.jpg
A Cinderella Story: Once Upon a Song, 2011, Comedy, Cyrano De Bergerac meets Cinderella. Over-worked harried and terrified of being put back in foster care 17 year old Katie (Lucy Hale) does her stepmother and step-siblings' bidding ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMzQ4OTY2MF5BMl5BanBnXkFtZTcwMzAyNTI4Ng@@._V1_SX300.jpg
In a Year with 13 Moons, 1978, Drama, This drama follows the last few days in the life of Elvira (formerly Erwin) Weisshaupt. Years before Erwin told a co-worker Anton that he loved him. "Too bad you aren't a woman" he ..., https://images-na.ssl-images-amazon.com/images/M/MV5BOTljYTJhMDMtMDY1ZC00ODExLThiOGYtYWRmMDEzODNiYzZlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg
A Frozen Flower, 2008, Drama, A historical drama set in the Koryo dynasty and focused on the relationship between a king and his bodyguard., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDQ5ODY1MF5BMl5BanBnXkFtZTgwNDI5NTAzMTE@._V1_SX300.jpg
A Call Girl, 2009, Drama, Alexandra is a student from Krsko a small town in Slovenia while she studies the English language in Ljubljana the capital of Slovenia. She has a plan to conquer the world. Working as a ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjUwOTExOV5BMl5BanBnXkFtZTcwODQ3NTMyMw@@._V1_SX300.jpg
Sexual Chronicles of a French Family, 2012, Comedy, Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mjc3MDY0Ml5BMl5BanBnXkFtZTcwMDgwMzc4Nw@@._V1_SX300.jpg
A Secret, 2007, Drama, A 15-year-old boy unearths a shocking family secret., https://images-na.ssl-images-amazon.com/images/M/MV5BNjM4ODU4OTM5NF5BMl5BanBnXkFtZTcwMzMyNTY1Mw@@._V1_SX300.jpg
To Kill a King, 2003, Biography, A recounting of the relationship between General Fairfax and Oliver Cromwell as they try to cope with the consequences of deposing King Charles I., https://images-na.ssl-images-amazon.com/images/M/MV5BNjdkODg5ZWYtZmU4Yi00NGM2LTgyYmItODJlY2YwODQxYzc4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Fiend Without a Face, 1958, Horror, Invisible atomic monsters attack a U.S. Armed Forces base and the local residents., https://images-na.ssl-images-amazon.com/images/M/MV5BZGEyNTJiNTItYjY2ZS00OTE3LTk4MWYtYzI2YmJmMWUxN2EzXkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_SX300.jpg
A Chump at Oxford, 1940, Comedy, As a reward for capturing a bank robber Stan and Ollie get scholarship to Oxford but are met with resentment by other students., https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjY4OTE3OV5BMl5BanBnXkFtZTgwMTkxMDE5MjE@._V1_SX300.jpg
The Navigator: A Medieval Odyssey, 1988, Action, Men seeking relief from the Black Death guided by a boy's vision dig a tunnel from 14th century England to 20th century New Zealand., https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTEzMTcyMF5BMl5BanBnXkFtZTcwODAyMjA0MQ@@._V1_SX300.jpg
My Best Friend Is a Vampire, 1987, Comedy, Young student finds himself being transformed to a vampire after a night with a quite attractive female vampire. First he does not quite believe it himself but with the help of a 300 year..., https://images-na.ssl-images-amazon.com/images/M/MV5BNWJjZTY5OTktOWEyYS00ZTgzLTgzYzItMTQzYmMxMzcyZWJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Matador's Mistress, 2008, Biography, The film starts in the trip from Sevilla to Linares where Manolete stops in Córdoba to see his mother. He will be remembering some passages of his life., https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NzI0NTIzODNeQTJeQWpwZ15BbWU3MDIyMDk0ODQ@._V1_SX300.jpg
A Wolf at the Door, 2013, Crime, A journey to the dark cutting edge of desires lies and wickedness of a love triangle from the moment a child is mysteriously kidnapped., https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NTYzNDAxM15BMl5BanBnXkFtZTgwMjE0ODY2NjE@._V1_SX300.jpg
A Home of Our Own, 1993, Biography, The story begins in Los Angeles when Frances Lacey (Kathy Bates) takes her six children and drives north to find a home of their own away from the bad influences of the big city., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1Njg3OTMwMl5BMl5BanBnXkFtZTYwMDA4MTI5._V1_SX300.jpg
A Boyfriend for My Wife, 2008, Comedy, A man finds a very unusual way to get rid of his wife., https://images-na.ssl-images-amazon.com/images/M/MV5BMTRlMjI4YTktMDQxMC00OWI2LWE4NTAtYTk1OWE2YjBkYmM1XkEyXkFqcGdeQXVyMzU1ODUxOTk@._V1_SX300.jpg
Kevin Hart: I'm a Grown Little Man, 2009, Documentary, With his wisecracking one-of-a-kind style of comedy Kevin Hart pokes fun at everyone - even his audience., https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MTYwNTUzMF5BMl5BanBnXkFtZTcwODk1Mjk3Mw@@._V1_SX300.jpg
A Gun in Each Hand, 2012, Comedy, A comedy centered on eight men in their 40s all with identity crises., https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5OTg4NjM0NDFeQTJeQWpwZ15BbWU4MDg1MDc5MDEx._V1_SX300.jpg
Death of a Cyclist, 1955, Crime, A couple having an affair strike a bicyclist with their car and do not offer aid out of fear of their relationship being exposed., https://images-na.ssl-images-amazon.com/images/M/MV5BNDM2NjkxNTM0OF5BMl5BanBnXkFtZTcwMTM4NTU2MQ@@._V1_SX300.jpg
A Cruel Romance, 1984, Drama, Cinematographic adaptation of classical Russian play "Dowry-less" by A. Ostrovsky. Noble but poor widow seeks to arrange marriage for her three daughters. She maintains "open house" or ..., http://ia.media-imdb.com/images/M/MV5BNDY4NDMwMDI2Nl5BMl5BanBnXkFtZTcwMjE2ODAwMQ@@._V1_SX300.jpg
Freeway II: Confessions of a Trickbaby, 1999, Comedy, A teenage prostitute escapes from a juvenile prison with a 16-year-old serial killer and both go on a destructive road trip to Mexico in this twist on the "Hanzel Gretel" fairy tale., https://images-na.ssl-images-amazon.com/images/M/MV5BOWEyMTNhMjAtZDA1Ni00ZmI1LWE1NGUtMjI3Mzg2ODk0ZjY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Kiss Before Dying, 1956, Crime, A ruthless college student resorts to murder in a futile attempt to marry an heiress., https://images-na.ssl-images-amazon.com/images/M/MV5BMmUxMTU1NDAtMjIzNC00ZDJhLTkxOWMtODIxZmFiYzM1ZDgxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
A Guide to Recognizing Your Saints, 2006, Crime, The movie is a coming-of-age drama about a boy growing up in Astoria N.Y. during the 1980s. As his friends end up dead on drugs or in prison he comes to believe he has been saved from their fate by various so-called saints., https://images-na.ssl-images-amazon.com/images/M/MV5BNjk4MzIyMzUxMV5BMl5BanBnXkFtZTcwNTk4NTU0MQ@@._V1_SX300.jpg
Miss Pettigrew Lives for a Day, 2008, Comedy, Guinevere Pettigrew a middle-aged London governess finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer Delysia Lafosse., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NDcyMzcxNl5BMl5BanBnXkFtZTcwMTA0MzU1MQ@@._V1_SX300.jpg
A Love Song for Bobby Long, 2004, Drama, A headstrong young woman returns to New Orleans after the death of her estranged mother., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MjIxNzY0M15BMl5BanBnXkFtZTcwMzM0NDcyMQ@@._V1_SX300.jpg
White Bird in a Blizzard, 2014, Drama, In 1988 a teenage girl's life is thrown into chaos when her mother disappears., https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwOTY0MjY4MjBeQTJeQWpwZ15BbWU4MDg4OTQ5NDIx._V1_SX300.jpg
The Kid with a Bike, 2011, Drama, Abandoned by his father a young boy is left in a state-run youth farm. In a random act of kindness the town hair-dresser agrees to foster him on week-ends., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTE3MzAyMl5BMl5BanBnXkFtZTcwNDU1OTIzNw@@._V1_SX300.jpg
A.R.O.G, 2008, Comedy, Commander Logar fools Arif and sends him 1.000.000 years back in the time. He must civilize people from past to reach today., https://images-na.ssl-images-amazon.com/images/M/MV5BZjgxY2JkNjEtZmQ2NC00YWM4LWE5ZjEtYzg5MjY2Yjc5Y2ZmXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg
A Midsummer Night's Dream, 1999, Comedy, Lovers' lives are complicated by city law feuding faerie royalty and... love., https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTU2NTc1N15BMl5BanBnXkFtZTcwNDY1MjgxMQ@@._V1_SX300.jpg
Rare Exports: A Christmas Tale, 2010, Adventure, In the depths of the Korvatunturi mountains 486 metres deep lies the closest ever guarded secret of Christmas. The time has come to dig it up! This Christmas everyone will believe in Santa Claus., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NzkxMDM4N15BMl5BanBnXkFtZTcwMTI1NzQwNA@@._V1_SX300.jpg
A Brilliant Young Mind, 2014, Drama, A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad., https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjkxODc0N15BMl5BanBnXkFtZTgwNzU4NDY1MzE@._V1_SX300.jpg
But I'm a Cheerleader, 1999, Comedy, A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian., https://images-na.ssl-images-amazon.com/images/M/MV5BNmZjNGVmYmItZWFmNi00ODQ1LThmZTUtMzYzMGJlMjZjMGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Northmen - A Viking Saga, 2014, Action, A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives., https://images-na.ssl-images-amazon.com/images/M/MV5BNTI0ZjljMzMtNDFlZi00YTM1LTgxY2EtN2Q1ZjNiZTNkMzQ3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
A Pure Formality, 1994, Crime, Onoff is a famous writer who hasn't published any new books for quite some time and has become a recluse. When he is picked up by the police one stormy night without any identification ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NjI5MTAzM15BMl5BanBnXkFtZTcwMDc2OTEyMQ@@._V1_SX300.jpg
Diary of a Country Priest, 1951, Drama, A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment., https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2MTE1NjAyNl5BMl5BanBnXkFtZTcwNzE4NjQyMQ@@._V1_SX300.jpg
It's Such a Beautiful Day, 2012, Animation, Bill struggles to put together his shattered psyche in this new feature film version of Don Hertzfeldt's animated short film trilogy., https://images-na.ssl-images-amazon.com/images/M/MV5BM2Y0YjBiNjAtZjMwZS00ZGY4LWE0MWItMGE5MWI3ZWRmODAyXkEyXkFqcGdeQXVyMjM5NDU5ODY@._V1_SX300.jpg
When a Stranger Calls, 1979, Crime, A psychopathic killer terrorizes a babysitter then returns seven years later to menace her again., https://images-na.ssl-images-amazon.com/images/M/MV5BN2NkNTZmMWEtYmI3ZC00ZDcxLWI4YTEtMjk2YTgyNmI1OTRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Funny Thing Happened on the Way to the Forum, 1966, Comedy, A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom., https://images-na.ssl-images-amazon.com/images/M/MV5BMTExOTM2ODE3ODFeQTJeQWpwZ15BbWU3MDE2ODA1MjE@._V1_SX300.jpg
A Chinese Ghost Story, 1987, Action, Ning Tsai-Shen a humble tax collector arrives in a small town to carry out his work. Unsurprisingly no-one is willing to give him shelter for the night so he ends up spending the night ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MDk0Mzk5MF5BMl5BanBnXkFtZTcwMDg2NDE2MQ@@._V1_SX300.jpg
A Soldier's Story, 1984, Crime, An African American officer investigates a murder in a racially charged situation in World War II., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTEwMjgxNF5BMl5BanBnXkFtZTcwNjgyMTkyMQ@@._V1_SX300.jpg
A Walk on the Moon, 1999, Drama, The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman., https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzI4NTQzN15BMl5BanBnXkFtZTcwNTMzNDgxMQ@@._V1_SX300.jpg
When I Grow Up I'll Be a Kangaroo, 2004, Comedy, The film consists of three parallel stories that are interwoven and played in Vozdovac. In the first story Braca tries to seduce Iris a model from the city center. Although they try not ..., https://images-na.ssl-images-amazon.com/images/M/MV5BYWFlYmEwYmYtNTE2Yi00MGZhLWJhYjYtYTM3MGIwOGQwNjU5XkEyXkFqcGdeQXVyMzQ3NDI1Nzg@._V1_SX300.jpg
Confessions of a Brazilian Call Girl, 2011, Biography, After the adoptive daughter of a stable family leaves them for a new life as a prostitute she rises to become a popular performer among her clients and details her routine in her blog., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDAwMTg1NV5BMl5BanBnXkFtZTcwOTI0MTgwOA@@._V1_SX300.jpg
A Princess for Christmas, 2011, Comedy, At the invitation of an estranged relative a young woman travels with her niece and nephew to a castle in Europe for Christmas where she unwittingly falls for a dashing Prince., https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NzA3MDY5MF5BMl5BanBnXkFtZTcwOTkyODY5Ng@@._V1_SX300.jpg
A Merry Friggin' Christmas, 2014, Comedy, Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise., https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDQ4MzE4Nl5BMl5BanBnXkFtZTgwNTU2NjY5MjE@._V1_SX300.jpg
A Chinese Odyssey Part Two: Cinderella, 1995, Action, The convoluted continuation of the adventures of the time-traveling now-human Monkey King who attempts to fulfill his divine destiny., https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MzM3OTEzOV5BMl5BanBnXkFtZTcwOTcwMzMyMQ@@._V1_SX300.jpg
A Hole in My Heart, 2004, Drama, In a decript apartment a young man watches as his father and a friend shoot an amateur porn film. Issues of morality reality TV and friendship are explored., https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjM1MTU5OV5BMl5BanBnXkFtZTcwODMxNzY5MQ@@._V1_SX300.jpg
Mulan: Rise of a Warrior, 2009, Adventure, The epic story of the Chinese girl-warrior Mulan who fights to defend her father., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NzYzMDMxMl5BMl5BanBnXkFtZTcwOTgxODk0Mw@@._V1_SX300.jpg
A Simple Twist of Fate, 1994, Drama, His life was emotionally closed off from the world until an orphaned baby showed up at his house., https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1ODY3Njc4Nl5BMl5BanBnXkFtZTcwNzE4MDYxMQ@@._V1_SX300.jpg
A Small September Affair, 2014, Drama, A beautiful girl who has everything. Charming playful in her own words: 'too joyful to fall in love.' A sudden car crash and her heart stops for a few minutes. When she wakes up ..., http://ia.media-imdb.com/images/M/MV5BMTM5NTAyMjczNV5BMl5BanBnXkFtZTgwNTQ3OTQyMTE@._V1_SX300.jpg
A Bucket of Blood, 1959, Comedy, A naive and untalented artist finds acclaim for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works., https://images-na.ssl-images-amazon.com/images/M/MV5BNDYwODk0NjkwOV5BMl5BanBnXkFtZTcwMTYyMzcxMQ@@._V1_SX300.jpg
A Chinese Odyssey Part One: Pandora's Box, 1995, Action, Fantasy adventure about the arrival of Buddhism in China. When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MzM4MTM4M15BMl5BanBnXkFtZTcwNjY4NDYxMQ@@._V1_SX300.jpg
The Devil Is a Woman, 1935, Comedy, Film told in flashbacks of an older man's obsession for a woman who can belong to no-one but can frustrate everyone. The backdrop is SternbergÍs surreal and fantastic Carnaval in Spain. In ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMjUyNTM5MTA1OV5BMl5BanBnXkFtZTgwODk1NTAwMjE@._V1_SX300.jpg
Fögi Is a Bastard, 1998, Drama, Fifteen-year-old Beni falls in love with Fögi a singer in a Rock band. As Fögi seduces him Beni is willing to follow him where ever he takes him. But Fögi is a drug addict and pulls Beni ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NjkxNDcwOV5BMl5BanBnXkFtZTcwNTg4MTgyMQ@@._V1_SX300.jpg
A Moment of Innocence, 1996, Comedy, A semi-autobiographical account of Makmahlbaf's experience as a teenager when as a 17-year-old he stabbed a policeman at a protest rally. Two decades later he tracks down the policeman he injured in an attempt to make amends., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2ODI0OTg1MV5BMl5BanBnXkFtZTcwNjEyMjkxMQ@@._V1_SX300.jpg
A Guide for the Married Man, 1967, Comedy, A man gives his co-worker a series of lessons on how to cheat on one's wife without being caught., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MDc4MDA2Ml5BMl5BanBnXkFtZTcwOTAxNTAzMQ@@._V1_SX300.jpg
A Blade in the Dark, 1983, Horror, A killer stalks a composer staying at a posh Tuscany villa while writing the score to a horror film which has an incriminating clue to the killer's identity., https://images-na.ssl-images-amazon.com/images/M/MV5BYjc0MDY5M2ItOGQ0NS00OTNmLTg3YWItZTQ5ODQ2NmNkZWVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Tight Spot, 1982, Comedy, In this light fluffy comedy a low-level clerk cannot make ends meet because his brood is in no way economically cooperative: his daughter is a lawyer looking for work unsuccessfully; his..., http://ia.media-imdb.com/images/M/MV5BNTgzZTViYTgtMGM0MC00Y2NmLWJlYWQtMWFjNzNlMmQ0YTAxXkEyXkFqcGdeQXVyMTgxOTUwMTI@._V1_SX300.jpg
